proposal_id,person_id,label
P00001,U04904,1
P00001,U03432,1
P00001,U06508,1
P00001,U01649,0
P00001,U04026,0
P00001,U00766,0
P00001,U07157,0
P00001,U07326,0
P00001,U08423,0
P00001,U04332,0
P00001,U00278,0
P00001,U03869,0
P00001,U06128,0
P00002,U02196,1
P00002,U02601,1
P00002,U03386,1
P00002,U05703,0
P00002,U01743,0
P00002,U03017,0
P00002,U04469,0
P00002,U08079,0
P00002,U00934,0
P00002,U07767,0
P00003,U09414,1
P00003,U07619,1
P00003,U00652,1
P00003,U00278,0
P00003,U02868,0
P00003,U06601,0
P00003,U04154,0
P00003,U02987,0
P00003,U01689,0
P00003,U01037,0
P00003,U09979,0
P00003,U04155,0
P00004,U04191,1
P00004,U07074,1
P00004,U04217,1
P00004,U02973,0
P00004,U00271,0
P00004,U03972,0
P00004,U03522,0
P00004,U07453,0
P00004,U03408,0
P00004,U06291,0
P00004,U02511,0
P00004,U08995,0
P00005,U06933,1
P00005,U06338,1
P00005,U07535,1
P00005,U09609,0
P00005,U05280,0
P00005,U08009,0
P00005,U05492,0
P00005,U08842,0
P00005,U02269,0
P00006,U08109,1
P00006,U05303,1
P00006,U06892,1
P00006,U08078,1
P00006,U02389,1
P00006,U08325,1
P00006,U05947,0
P00006,U08566,0
P00006,U01085,0
P00006,U09110,0
P00006,U01331,0
P00006,U07584,0
P00006,U00514,0
P00006,U02359,0
P00006,U01860,0
P00007,U02065,1
P00007,U01616,1
P00007,U02912,1
P00007,U09601,1
P00007,U00341,1
P00007,U09095,0
P00007,U08423,0
P00007,U05461,0
P00007,U09244,0
P00007,U09860,0
P00007,U06708,0
P00007,U03387,0
P00007,U07584,0
P00007,U08624,0
P00007,U01597,0
P00008,U04415,1
P00008,U08956,1
P00008,U05834,1
P00008,U03909,1
P00008,U09611,1
P00008,U02744,1
P00008,U00578,0
P00008,U07192,0
P00008,U04493,0
P00008,U02797,0
P00008,U05265,0
P00008,U08793,0
P00008,U01158,0
P00008,U09147,0
P00008,U02740,0
P00008,U03610,0
P00009,U05801,1
P00009,U03609,1
P00009,U06474,1
P00009,U09652,1
P00009,U00067,1
P00009,U01161,0
P00009,U09350,0
P00009,U08274,0
P00009,U09135,0
P00009,U05265,0
P00009,U05048,0
P00010,U03500,1
P00010,U01503,1
P00010,U00015,1
P00010,U00075,1
P00010,U01689,0
P00010,U08673,0
P00010,U05575,0
P00010,U08985,0
P00010,U01117,0
P00010,U00395,0
P00010,U08684,0
P00011,U09304,1
P00011,U06567,1
P00011,U01515,1
P00011,U00695,1
P00011,U05752,0
P00011,U03936,0
P00011,U06730,0
P00011,U00941,0
P00011,U05330,0
P00011,U00335,0
P00011,U01457,0
P00012,U05621,1
P00012,U07668,1
P00012,U07869,1
P00012,U09764,1
P00012,U03662,0
P00012,U08577,0
P00012,U08973,0
P00012,U01453,0
P00012,U09911,0
P00012,U02274,0
P00012,U03940,0
P00012,U09315,0
P00013,U01245,1
P00013,U04859,1
P00013,U02077,1
P00013,U09160,0
P00013,U00811,0
P00013,U00119,0
P00013,U08942,0
P00013,U07464,0
P00013,U04803,0
P00013,U01593,0
P00013,U00558,0
P00013,U07924,0
P00014,U09395,1
P00014,U06356,1
P00014,U08012,1
P00014,U07121,1
P00014,U01081,1
P00014,U08874,0
P00014,U07558,0
P00014,U04040,0
P00014,U04646,0
P00014,U07161,0
P00014,U05934,0
P00015,U04764,1
P00015,U01334,1
P00015,U08717,1
P00015,U04320,1
P00015,U09092,0
P00015,U02944,0
P00015,U05311,0
P00015,U08734,0
P00015,U01649,0
P00015,U04698,0
P00015,U01145,0
P00016,U02716,1
P00016,U02941,1
P00016,U01350,1
P00016,U00682,0
P00016,U07145,0
P00016,U05440,0
P00016,U00347,0
P00016,U02142,0
P00016,U00599,0
P00016,U08705,0
P00016,U07767,0
P00017,U07373,1
P00017,U03134,1
P00017,U05746,1
P00017,U06188,1
P00017,U09340,0
P00017,U08690,0
P00017,U06632,0
P00017,U02488,0
P00017,U09866,0
P00017,U00370,0
P00017,U00830,0
P00018,U03320,1
P00018,U01476,1
P00018,U02495,1
P00018,U04428,0
P00018,U02106,0
P00018,U02537,0
P00018,U00492,0
P00018,U05103,0
P00018,U06975,0
P00018,U01108,0
P00018,U02853,0
P00019,U06441,1
P00019,U08133,1
P00019,U04500,1
P00019,U03964,1
P00019,U05065,0
P00019,U05199,0
P00019,U02058,0
P00019,U08859,0
P00019,U02474,0
P00019,U05097,0
P00019,U06271,0
P00020,U02399,1
P00020,U06007,1
P00020,U06627,1
P00020,U03227,1
P00020,U05248,0
P00020,U04554,0
P00020,U09911,0
P00020,U02775,0
P00020,U00343,0
P00020,U02283,0
P00020,U01442,0
P00020,U09375,0
P00020,U07192,0
P00020,U04673,0
P00021,U05926,1
P00021,U02069,1
P00021,U01778,1
P00021,U05397,0
P00021,U09409,0
P00021,U04048,0
P00021,U07734,0
P00021,U07407,0
P00021,U03840,0
P00022,U04827,1
P00022,U07811,1
P00022,U08548,1
P00022,U00801,1
P00022,U08536,1
P00022,U02729,0
P00022,U08911,0
P00022,U04289,0
P00022,U03840,0
P00022,U02543,0
P00022,U08132,0
P00022,U02465,0
P00023,U05993,1
P00023,U00209,1
P00023,U03740,1
P00023,U08853,1
P00023,U09669,1
P00023,U05625,1
P00023,U04379,0
P00023,U01846,0
P00023,U03207,0
P00023,U01063,0
P00023,U03450,0
P00023,U02867,0
P00023,U07430,0
P00023,U03289,0
P00024,U00768,1
P00024,U07262,1
P00024,U09391,1
P00024,U07763,1
P00024,U02511,0
P00024,U02741,0
P00024,U07241,0
P00024,U05640,0
P00024,U02321,0
P00024,U01224,0
P00024,U00766,0
P00024,U09252,0
P00024,U05083,0
P00024,U04004,0
P00025,U02455,1
P00025,U03623,1
P00025,U09216,1
P00025,U00663,1
P00025,U08176,0
P00025,U01180,0
P00025,U09008,0
P00025,U00578,0
P00025,U06384,0
P00025,U08399,0
P00025,U07756,0
P00025,U08024,0
P00025,U09798,0
P00026,U06862,1
P00026,U06822,1
P00026,U01545,1
P00026,U09758,1
P00026,U05423,1
P00026,U06716,1
P00026,U03461,0
P00026,U01046,0
P00026,U04262,0
P00026,U04644,0
P00026,U08475,0
P00026,U02795,0
P00026,U06679,0
P00026,U05719,0
P00027,U05983,1
P00027,U08726,1
P00027,U00433,1
P00027,U00310,1
P00027,U08675,1
P00027,U03840,0
P00027,U02333,0
P00027,U04831,0
P00027,U09557,0
P00027,U04791,0
P00027,U00823,0
P00027,U05163,0
P00027,U03300,0
P00027,U08029,0
P00028,U08907,1
P00028,U07738,1
P00028,U06362,1
P00028,U01960,0
P00028,U02230,0
P00028,U09419,0
P00028,U09633,0
P00028,U05394,0
P00028,U03174,0
P00028,U03269,0
P00028,U05504,0
P00029,U07652,1
P00029,U02767,1
P00029,U06618,1
P00029,U01134,1
P00029,U07275,1
P00029,U04451,0
P00029,U05426,0
P00029,U03602,0
P00029,U08764,0
P00029,U08690,0
P00029,U09296,0
P00029,U00667,0
P00030,U05249,1
P00030,U07619,1
P00030,U05381,1
P00030,U02243,0
P00030,U08496,0
P00030,U04205,0
P00030,U05910,0
P00030,U03482,0
P00030,U04493,0
P00030,U04108,0
P00031,U03902,1
P00031,U00397,1
P00031,U00123,1
P00031,U04101,0
P00031,U03865,0
P00031,U01775,0
P00031,U01023,0
P00031,U07456,0
P00031,U00189,0
P00031,U00881,0
P00031,U04999,0
P00031,U01611,0
P00032,U06772,1
P00032,U07723,1
P00032,U04415,1
P00032,U07878,1
P00032,U04807,0
P00032,U01489,0
P00032,U03343,0
P00032,U06389,0
P00032,U02140,0
P00032,U06590,0
P00032,U02973,0
P00033,U06581,1
P00033,U00963,1
P00033,U09712,1
P00033,U06500,1
P00033,U03809,1
P00033,U09469,0
P00033,U02537,0
P00033,U03639,0
P00033,U03912,0
P00033,U08445,0
P00033,U08421,0
P00033,U01689,0
P00033,U07998,0
P00034,U01396,1
P00034,U07819,1
P00034,U05670,1
P00034,U06444,1
P00034,U05374,1
P00034,U03615,0
P00034,U04471,0
P00034,U06432,0
P00034,U05353,0
P00034,U06162,0
P00034,U09582,0
P00034,U07830,0
P00034,U09743,0
P00034,U01885,0
P00034,U01891,0
P00035,U00865,1
P00035,U03591,1
P00035,U07350,1
P00035,U00733,1
P00035,U03047,1
P00035,U00428,0
P00035,U08389,0
P00035,U02278,0
P00035,U05743,0
P00035,U07054,0
P00035,U01499,0
P00035,U03639,0
P00035,U00761,0
P00035,U08948,0
P00035,U02879,0
P00036,U07737,1
P00036,U03683,1
P00036,U05036,1
P00036,U05754,1
P00036,U09860,0
P00036,U04501,0
P00036,U05918,0
P00036,U00059,0
P00036,U05147,0
P00036,U09365,0
P00036,U03680,0
P00037,U02837,1
P00037,U06589,1
P00037,U02223,1
P00037,U05447,0
P00037,U04923,0
P00037,U06663,0
P00037,U01660,0
P00037,U01074,0
P00037,U06244,0
P00038,U00527,1
P00038,U03175,1
P00038,U03959,1
P00038,U04847,1
P00038,U03054,1
P00038,U02718,1
P00038,U01885,0
P00038,U02806,0
P00038,U01180,0
P00038,U07812,0
P00038,U03558,0
P00038,U08401,0
P00038,U02283,0
P00038,U00315,0
P00038,U06312,0
P00039,U01390,1
P00039,U01817,1
P00039,U07202,1
P00039,U06418,1
P00039,U08309,1
P00039,U01499,0
P00039,U04777,0
P00039,U00858,0
P00039,U09242,0
P00039,U02574,0
P00039,U02278,0
P00039,U05640,0
P00039,U07127,0
P00040,U01325,1
P00040,U05519,1
P00040,U05423,1
P00040,U03120,1
P00040,U03729,1
P00040,U03747,0
P00040,U02080,0
P00040,U01597,0
P00040,U04960,0
P00040,U00354,0
P00040,U00347,0
P00041,U07183,1
P00041,U05421,1
P00041,U08461,1
P00041,U05823,1
P00041,U01442,0
P00041,U00844,0
P00041,U01103,0
P00041,U07326,0
P00041,U00751,0
P00041,U08389,0
P00041,U04528,0
P00042,U01486,1
P00042,U06616,1
P00042,U04677,1
P00042,U09607,0
P00042,U01885,0
P00042,U08733,0
P00042,U00766,0
P00042,U05324,0
P00042,U06142,0
P00042,U05411,0
P00043,U04355,1
P00043,U02770,1
P00043,U08613,1
P00043,U03257,1
P00043,U02830,0
P00043,U06972,0
P00043,U03733,0
P00043,U05584,0
P00043,U05959,0
P00043,U03062,0
P00043,U06128,0
P00044,U09231,1
P00044,U07691,1
P00044,U07976,1
P00044,U03550,1
P00044,U01887,0
P00044,U07810,0
P00044,U09798,0
P00044,U02666,0
P00044,U04240,0
P00044,U06858,0
P00044,U05337,0
P00044,U04880,0
P00044,U05478,0
P00044,U02959,0
P00045,U02843,1
P00045,U00975,1
P00045,U08527,1
P00045,U07861,1
P00045,U04185,1
P00045,U07765,0
P00045,U06364,0
P00045,U03135,0
P00045,U09520,0
P00045,U03573,0
P00045,U02884,0
P00045,U06871,0
P00045,U08781,0
P00046,U02324,1
P00046,U04935,1
P00046,U05721,1
P00046,U04084,1
P00046,U00346,1
P00046,U00122,1
P00046,U08985,0
P00046,U02177,0
P00046,U07110,0
P00046,U02690,0
P00046,U05865,0
P00046,U02775,0
P00046,U03743,0
P00046,U09350,0
P00046,U00752,0
P00047,U08374,1
P00047,U07387,1
P00047,U02968,1
P00047,U09548,1
P00047,U01918,0
P00047,U09314,0
P00047,U09770,0
P00047,U02274,0
P00047,U04643,0
P00047,U07757,0
P00048,U02113,1
P00048,U00605,1
P00048,U01622,1
P00048,U07533,1
P00048,U08804,1
P00048,U00394,1
P00048,U05475,0
P00048,U00811,0
P00048,U08902,0
P00048,U06505,0
P00048,U06731,0
P00048,U02729,0
P00048,U06828,0
P00048,U04960,0
P00048,U06603,0
P00048,U08399,0
P00049,U03909,1
P00049,U04231,1
P00049,U08442,1
P00049,U03577,1
P00049,U00237,1
P00049,U05528,0
P00049,U08350,0
P00049,U09212,0
P00049,U01924,0
P00049,U03979,0
P00049,U07162,0
P00049,U02284,0
P00049,U08964,0
P00049,U09365,0
P00049,U01331,0
P00050,U06399,1
P00050,U04968,1
P00050,U07987,1
P00050,U09684,1
P00050,U00389,0
P00050,U08933,0
P00050,U04299,0
P00050,U06954,0
P00050,U08271,0
P00050,U08631,0
P00050,U07700,0
P00050,U09822,0
P00050,U04780,0
P00050,U05025,0
P00051,U08155,1
P00051,U06293,1
P00051,U03018,1
P00051,U03259,0
P00051,U01883,0
P00051,U08705,0
P00051,U01098,0
P00051,U02296,0
P00051,U03448,0
P00052,U06445,1
P00052,U03000,1
P00052,U01992,1
P00052,U06116,0
P00052,U00059,0
P00052,U03484,0
P00052,U04807,0
P00052,U00230,0
P00052,U01161,0
P00052,U00987,0
P00052,U03412,0
P00053,U02092,1
P00053,U00519,1
P00053,U01179,1
P00053,U04236,1
P00053,U01456,1
P00053,U06645,0
P00053,U09798,0
P00053,U09979,0
P00053,U01467,0
P00053,U08388,0
P00053,U04474,0
P00053,U09575,0
P00053,U08370,0
P00053,U02153,0
P00053,U07835,0
P00054,U04416,1
P00054,U04841,1
P00054,U09678,1
P00054,U00507,1
P00054,U01489,0
P00054,U08572,0
P00054,U02488,0
P00054,U08071,0
P00054,U07548,0
P00054,U03900,0
P00054,U06364,0
P00054,U01689,0
P00055,U02870,1
P00055,U02207,1
P00055,U06283,1
P00055,U00018,0
P00055,U00207,0
P00055,U00958,0
P00055,U08379,0
P00055,U04353,0
P00055,U09629,0
P00055,U07598,0
P00055,U07366,0
P00055,U08942,0
P00055,U09696,0
P00056,U09807,1
P00056,U02517,1
P00056,U06321,1
P00056,U07584,0
P00056,U02808,0
P00056,U07031,0
P00056,U06620,0
P00056,U00014,0
P00056,U05830,0
P00056,U08071,0
P00057,U03164,1
P00057,U07751,1
P00057,U05734,1
P00057,U02333,0
P00057,U06544,0
P00057,U08892,0
P00057,U00020,0
P00057,U06811,0
P00057,U06054,0
P00057,U09817,0
P00057,U05600,0
P00057,U04341,0
P00057,U02492,0
P00058,U08552,1
P00058,U04029,1
P00058,U05963,1
P00058,U08912,1
P00058,U08594,0
P00058,U05524,0
P00058,U03936,0
P00058,U09269,0
P00058,U00752,0
P00058,U08747,0
P00058,U06610,0
P00058,U03684,0
P00058,U05292,0
P00058,U03638,0
P00059,U07852,1
P00059,U05519,1
P00059,U04025,1
P00059,U09627,0
P00059,U05814,0
P00059,U05110,0
P00059,U08706,0
P00059,U08995,0
P00059,U06914,0
P00059,U04825,0
P00059,U04040,0
P00059,U04341,0
P00060,U08878,1
P00060,U07859,1
P00060,U00679,1
P00060,U01612,0
P00060,U01459,0
P00060,U08136,0
P00060,U00187,0
P00060,U01566,0
P00060,U00929,0
P00060,U09245,0
P00061,U03703,1
P00061,U01753,1
P00061,U05474,1
P00061,U00073,1
P00061,U03918,1
P00061,U05608,0
P00061,U02177,0
P00061,U01343,0
P00061,U00578,0
P00061,U03207,0
P00061,U07139,0
P00061,U08113,0
P00061,U05909,0
P00061,U08062,0
P00061,U03375,0
P00062,U05588,1
P00062,U06587,1
P00062,U06959,1
P00062,U08018,1
P00062,U04498,1
P00062,U01555,0
P00062,U05035,0
P00062,U00139,0
P00062,U09649,0
P00062,U07734,0
P00062,U05322,0
P00063,U08710,1
P00063,U06727,1
P00063,U09167,1
P00063,U04212,1
P00063,U05317,0
P00063,U08437,0
P00063,U05337,0
P00063,U09078,0
P00063,U01960,0
P00063,U00419,0
P00063,U06154,0
P00063,U06231,0
P00063,U07031,0
P00064,U05896,1
P00064,U08670,1
P00064,U08269,1
P00064,U07749,1
P00064,U08577,0
P00064,U07579,0
P00064,U08811,0
P00064,U00667,0
P00064,U02233,0
P00064,U00600,0
P00065,U07722,1
P00065,U00860,1
P00065,U06016,1
P00065,U03718,1
P00065,U08275,1
P00065,U00389,0
P00065,U00555,0
P00065,U02081,0
P00065,U04063,0
P00065,U03354,0
P00065,U03570,0
P00065,U02172,0
P00065,U00250,0
P00066,U02234,1
P00066,U00642,1
P00066,U00993,1
P00066,U02819,0
P00066,U08679,0
P00066,U09743,0
P00066,U08842,0
P00066,U05233,0
P00066,U08168,0
P00066,U03190,0
P00067,U08534,1
P00067,U01390,1
P00067,U07518,1
P00067,U06996,0
P00067,U08624,0
P00067,U09419,0
P00067,U07608,0
P00067,U07647,0
P00067,U06325,0
P00068,U09951,1
P00068,U07057,1
P00068,U08643,1
P00068,U07831,1
P00068,U07094,0
P00068,U07696,0
P00068,U02300,0
P00068,U06404,0
P00068,U07159,0
P00068,U02775,0
P00068,U09810,0
P00068,U01011,0
P00068,U08188,0
P00069,U05403,1
P00069,U04802,1
P00069,U05422,1
P00069,U07244,1
P00069,U04599,0
P00069,U03673,0
P00069,U05885,0
P00069,U01352,0
P00069,U04332,0
P00069,U03965,0
P00069,U00674,0
P00069,U05566,0
P00069,U06142,0
P00069,U02522,0
P00070,U08607,1
P00070,U09968,1
P00070,U01306,1
P00070,U07268,0
P00070,U00686,0
P00070,U00278,0
P00070,U03972,0
P00070,U03979,0
P00070,U00720,0
P00070,U07996,0
P00070,U05308,0
P00071,U08218,1
P00071,U05625,1
P00071,U08007,1
P00071,U06076,1
P00071,U00412,1
P00071,U05710,1
P00071,U02177,0
P00071,U02795,0
P00071,U05505,0
P00071,U01151,0
P00071,U02800,0
P00071,U08833,0
P00071,U00517,0
P00071,U01353,0
P00071,U00428,0
P00072,U04914,1
P00072,U03860,1
P00072,U01783,1
P00072,U05937,1
P00072,U07437,1
P00072,U02495,1
P00072,U08075,0
P00072,U08518,0
P00072,U08273,0
P00072,U06178,0
P00072,U04037,0
P00072,U08302,0
P00072,U03747,0
P00072,U01103,0
P00073,U01662,1
P00073,U08171,1
P00073,U05975,1
P00073,U09612,1
P00073,U03739,1
P00073,U00141,1
P00073,U07110,0
P00073,U04012,0
P00073,U09160,0
P00073,U02458,0
P00073,U01439,0
P00073,U01167,0
P00073,U04252,0
P00073,U06298,0
P00073,U05608,0
P00074,U01389,1
P00074,U09289,1
P00074,U05896,1
P00074,U04021,0
P00074,U05475,0
P00074,U06447,0
P00074,U07891,0
P00074,U03177,0
P00074,U01436,0
P00075,U05579,1
P00075,U03917,1
P00075,U09803,1
P00075,U08729,1
P00075,U08661,1
P00075,U00352,0
P00075,U04058,0
P00075,U00078,0
P00075,U06858,0
P00075,U02733,0
P00075,U08423,0
P00075,U08313,0
P00075,U08902,0
P00075,U00204,0
P00076,U02882,1
P00076,U07455,1
P00076,U04541,1
P00076,U00934,0
P00076,U03062,0
P00076,U09060,0
P00076,U01612,0
P00076,U07998,0
P00076,U00600,0
P00077,U06742,1
P00077,U03257,1
P00077,U01991,1
P00077,U09570,1
P00077,U00035,1
P00077,U01898,0
P00077,U04368,0
P00077,U02359,0
P00077,U00837,0
P00077,U09503,0
P00077,U08764,0
P00077,U01946,0
P00077,U04127,0
P00078,U02883,1
P00078,U08484,1
P00078,U01721,1
P00078,U09221,1
P00078,U08120,1
P00078,U08965,1
P00078,U09212,0
P00078,U00951,0
P00078,U06935,0
P00078,U05477,0
P00078,U03466,0
P00078,U09192,0
P00078,U00720,0
P00078,U00057,0
P00079,U08910,1
P00079,U04090,1
P00079,U06793,1
P00079,U05239,1
P00079,U03884,1
P00079,U01033,0
P00079,U01289,0
P00079,U04049,0
P00079,U09252,0
P00079,U08392,0
P00079,U00829,0
P00079,U08081,0
P00079,U08353,0
P00080,U09376,1
P00080,U05998,1
P00080,U00031,1
P00080,U06676,0
P00080,U08747,0
P00080,U09159,0
P00080,U08870,0
P00080,U00315,0
P00080,U09810,0
P00080,U00550,0
P00080,U07647,0
P00080,U00709,0
P00080,U05461,0
P00081,U03221,1
P00081,U09266,1
P00081,U00826,1
P00081,U02791,0
P00081,U07317,0
P00081,U00915,0
P00081,U07798,0
P00081,U03734,0
P00081,U04951,0
P00081,U08446,0
P00082,U09175,1
P00082,U04233,1
P00082,U02184,1
P00082,U02677,1
P00082,U04517,0
P00082,U05447,0
P00082,U02789,0
P00082,U06713,0
P00082,U06482,0
P00082,U03712,0
P00082,U05558,0
P00082,U03846,0
P00083,U08180,1
P00083,U00816,1
P00083,U07861,1
P00083,U09491,1
P00083,U00824,1
P00083,U02727,0
P00083,U02054,0
P00083,U02085,0
P00083,U05361,0
P00083,U03897,0
P00083,U05492,0
P00083,U02278,0
P00083,U02683,0
P00084,U00975,1
P00084,U09138,1
P00084,U04737,1
P00084,U09057,0
P00084,U04121,0
P00084,U02810,0
P00084,U00981,0
P00084,U04698,0
P00084,U02947,0
P00085,U03963,1
P00085,U00873,1
P00085,U00068,1
P00085,U06624,1
P00085,U00966,1
P00085,U08465,1
P00085,U09730,0
P00085,U05688,0
P00085,U01713,0
P00085,U05025,0
P00085,U08391,0
P00085,U06900,0
P00085,U00308,0
P00085,U02712,0
P00086,U09176,1
P00086,U08983,1
P00086,U01124,1
P00086,U06406,1
P00086,U09318,1
P00086,U09868,0
P00086,U03700,0
P00086,U03269,0
P00086,U07769,0
P00086,U04643,0
P00086,U07647,0
P00086,U07734,0
P00086,U01172,0
P00087,U09442,1
P00087,U03054,1
P00087,U06105,1
P00087,U08727,1
P00087,U00852,1
P00087,U08403,1
P00087,U07770,0
P00087,U00968,0
P00087,U02789,0
P00087,U09639,0
P00087,U04817,0
P00087,U05814,0
P00087,U00674,0
P00088,U08117,1
P00088,U01584,1
P00088,U01134,1
P00088,U06553,1
P00088,U06480,1
P00088,U02399,1
P00088,U01680,0
P00088,U02780,0
P00088,U02434,0
P00088,U03433,0
P00088,U06811,0
P00088,U05559,0
P00088,U04001,0
P00089,U04283,1
P00089,U06874,1
P00089,U01838,1
P00089,U03826,1
P00089,U05656,1
P00089,U05681,1
P00089,U00187,0
P00089,U00032,0
P00089,U09672,0
P00089,U05101,0
P00089,U00421,0
P00089,U05951,0
P00089,U01230,0
P00090,U04320,1
P00090,U00799,1
P00090,U08883,1
P00090,U05908,1
P00090,U04715,1
P00090,U00951,0
P00090,U05121,0
P00090,U08611,0
P00090,U06325,0
P00090,U05065,0
P00090,U09245,0
P00090,U09503,0
P00090,U03738,0
P00090,U02154,0
P00090,U05793,0
P00091,U09626,1
P00091,U04710,1
P00091,U04598,1
P00091,U08142,1
P00091,U04788,1
P00091,U03626,1
P00091,U06395,0
P00091,U02645,0
P00091,U03258,0
P00091,U01924,0
P00091,U01959,0
P00091,U08168,0
P00092,U04061,1
P00092,U03263,1
P00092,U04627,1
P00092,U00959,0
P00092,U03343,0
P00092,U08948,0
P00092,U04917,0
P00092,U02764,0
P00092,U01522,0
P00092,U06679,0
P00092,U02190,0
P00092,U01841,0
P00092,U09350,0
P00093,U00094,1
P00093,U04915,1
P00093,U08234,1
P00093,U07874,1
P00093,U09948,0
P00093,U08025,0
P00093,U04167,0
P00093,U05505,0
P00093,U08648,0
P00093,U02780,0
P00093,U04745,0
P00093,U00929,0
P00093,U01248,0
P00094,U03501,1
P00094,U08551,1
P00094,U00601,1
P00094,U07247,1
P00094,U00872,1
P00094,U00514,0
P00094,U05555,0
P00094,U03353,0
P00094,U07558,0
P00094,U01426,0
P00094,U07795,0
P00094,U04825,0
P00094,U00561,0
P00094,U01467,0
P00095,U00337,1
P00095,U02411,1
P00095,U04521,1
P00095,U04616,1
P00095,U07235,1
P00095,U07349,0
P00095,U05611,0
P00095,U01172,0
P00095,U02181,0
P00095,U07851,0
P00095,U07647,0
P00095,U09495,0
P00096,U06209,1
P00096,U05087,1
P00096,U07017,1
P00096,U08971,1
P00096,U09415,1
P00096,U02576,1
P00096,U05986,0
P00096,U03554,0
P00096,U07538,0
P00096,U07757,0
P00096,U02661,0
P00096,U07842,0
P00096,U08098,0
P00097,U03771,1
P00097,U07044,1
P00097,U00852,1
P00097,U07910,1
P00097,U09028,1
P00097,U04389,1
P00097,U03738,0
P00097,U05622,0
P00097,U07110,0
P00097,U07514,0
P00097,U07286,0
P00097,U06856,0
P00098,U07289,1
P00098,U01861,1
P00098,U08651,1
P00098,U01224,0
P00098,U09625,0
P00098,U00876,0
P00098,U00028,0
P00098,U01353,0
P00098,U04229,0
P00098,U05686,0
P00098,U00606,0
P00098,U02141,0
P00099,U08046,1
P00099,U08789,1
P00099,U03389,1
P00099,U04770,1
P00099,U00834,1
P00099,U04622,1
P00099,U00556,0
P00099,U05288,0
P00099,U08720,0
P00099,U04026,0
P00099,U07349,0
P00099,U09609,0
P00100,U09368,1
P00100,U03849,1
P00100,U06843,1
P00100,U02151,1
P00100,U06558,0
P00100,U08915,0
P00100,U06804,0
P00100,U07971,0
P00100,U09860,0
P00100,U08542,0
P00100,U08737,0
P00100,U00347,0
P00100,U02966,0
P00101,U01839,1
P00101,U09026,1
P00101,U07509,1
P00101,U02572,1
P00101,U05469,1
P00101,U03160,1
P00101,U05986,0
P00101,U01844,0
P00101,U05478,0
P00101,U01175,0
P00101,U00906,0
P00101,U08594,0
P00101,U04517,0
P00102,U05667,1
P00102,U03683,1
P00102,U02832,1
P00102,U02421,1
P00102,U02948,1
P00102,U09510,0
P00102,U06811,0
P00102,U01298,0
P00102,U02789,0
P00102,U09583,0
P00102,U01933,0
P00102,U01170,0
P00102,U03343,0
P00103,U06224,1
P00103,U09906,1
P00103,U06507,1
P00103,U01450,1
P00103,U09805,1
P00103,U00665,0
P00103,U03382,0
P00103,U01201,0
P00103,U07559,0
P00103,U03149,0
P00103,U01061,0
P00103,U02813,0
P00103,U00584,0
P00104,U08060,1
P00104,U01433,1
P00104,U00993,1
P00104,U05710,1
P00104,U01653,1
P00104,U03690,0
P00104,U04745,0
P00104,U05292,0
P00104,U09519,0
P00104,U08557,0
P00104,U07099,0
P00104,U06395,0
P00104,U05907,0
P00105,U04598,1
P00105,U04284,1
P00105,U08116,1
P00105,U01832,1
P00105,U01902,1
P00105,U05445,0
P00105,U01108,0
P00105,U08124,0
P00105,U06365,0
P00105,U08097,0
P00105,U05703,0
P00105,U04897,0
P00106,U05239,1
P00106,U03668,1
P00106,U04560,1
P00106,U01382,1
P00106,U02198,1
P00106,U06559,0
P00106,U00763,0
P00106,U09314,0
P00106,U09464,0
P00106,U09567,0
P00106,U05999,0
P00107,U06569,1
P00107,U02823,1
P00107,U05946,1
P00107,U05957,0
P00107,U00732,0
P00107,U04262,0
P00107,U07395,0
P00107,U00140,0
P00107,U08051,0
P00107,U00383,0
P00107,U03606,0
P00107,U07798,0
P00108,U04496,1
P00108,U01483,1
P00108,U03230,1
P00108,U06316,0
P00108,U08705,0
P00108,U01220,0
P00108,U05559,0
P00108,U08519,0
