proposal_id,person_id,label
P0001,U3248,1
P0001,U1571,1
P0001,U0639,1
P0001,U1407,1
P0001,U4731,1
P0001,U0794,1
P0001,U4676,0
P0001,U4951,0
P0001,U3275,0
P0001,U1245,0
P0001,U1184,0
P0001,U1948,0
P0001,U3073,0
P0001,U1851,0
P0002,U4938,1
P0002,U2420,1
P0002,U4753,1
P0002,U4212,0
P0002,U1126,0
P0002,U1851,0
P0002,U1623,0
P0002,U2656,0
P0002,U1333,0
P0002,U4628,0
P0002,U2619,0
P0002,U1651,0
P0002,U1954,0
P0003,U0822,1
P0003,U2170,1
P0003,U4920,1
P0003,U3154,1
P0003,U1312,1
P0003,U3161,1
P0003,U2423,0
P0003,U2339,0
P0003,U2506,0
P0003,U1308,0
P0003,U3307,0
P0003,U0287,0
P0003,U2115,0
P0003,U4927,0
P0004,U3461,1
P0004,U1129,1
P0004,U3530,1
P0004,U1343,0
P0004,U4951,0
P0004,U2861,0
P0004,U4823,0
P0004,U3014,0
P0004,U4053,0
P0004,U0670,0
P0004,U1989,0
P0005,U4328,1
P0005,U1982,1
P0005,U1595,1
P0005,U3538,1
P0005,U0741,1
P0005,U0817,1
P0005,U3614,0
P0005,U3226,0
P0005,U1095,0
P0005,U3319,0
P0005,U2205,0
P0005,U1258,0
P0005,U4583,0
P0006,U1914,1
P0006,U3490,1
P0006,U0282,1
P0006,U0080,1
P0006,U2272,0
P0006,U2547,0
P0006,U4847,0
P0006,U4039,0
P0006,U2232,0
P0006,U1589,0
P0006,U3897,0
P0006,U2482,0
P0006,U0707,0
P0007,U4737,1
P0007,U2962,1
P0007,U2255,1
P0007,U1780,0
P0007,U1251,0
P0007,U0617,0
P0007,U1151,0
P0007,U0805,0
P0007,U4833,0
P0007,U2931,0
P0007,U0554,0
P0008,U2697,1
P0008,U0559,1
P0008,U1437,1
P0008,U2948,1
P0008,U3553,1
P0008,U2852,0
P0008,U0713,0
P0008,U2231,0
P0008,U4649,0
P0008,U4742,0
P0008,U3111,0
P0008,U0912,0
P0008,U2575,0
P0009,U2611,1
P0009,U3146,1
P0009,U1895,1
P0009,U4846,1
P0009,U3110,0
P0009,U1199,0
P0009,U3292,0
P0009,U3828,0
P0009,U3925,0
P0009,U4694,0
P0009,U4053,0
P0010,U1687,1
P0010,U1230,1
P0010,U1799,1
P0010,U4116,1
P0010,U2145,1
P0010,U3213,0
P0010,U0700,0
P0010,U3375,0
P0010,U4360,0
P0010,U2415,0
P0010,U0124,0
P0010,U4064,0
P0010,U4056,0
P0011,U2947,1
P0011,U1117,1
P0011,U0403,1
P0011,U3922,1
P0011,U3539,1
P0011,U0368,0
P0011,U1645,0
P0011,U0345,0
P0011,U2577,0
P0011,U3676,0
P0011,U1427,0
P0011,U3748,0
P0012,U2998,1
P0012,U0909,1
P0012,U1252,1
P0012,U1806,1
P0012,U1771,0
P0012,U1347,0
P0012,U3201,0
P0012,U1368,0
P0012,U3585,0
P0012,U2604,0
P0013,U0006,1
P0013,U2390,1
P0013,U1544,1
P0013,U0101,1
P0013,U3922,1
P0013,U0852,0
P0013,U0391,0
P0013,U4387,0
P0013,U1989,0
P0013,U2825,0
P0013,U0735,0
P0013,U1955,0
P0013,U4580,0
P0014,U2224,1
P0014,U4852,1
P0014,U4522,1
P0014,U0797,1
P0014,U1640,1
P0014,U0887,0
P0014,U0880,0
P0014,U3213,0
P0014,U2395,0
P0014,U4250,0
P0014,U3313,0
P0015,U1101,1
P0015,U4498,1
P0015,U1690,1
P0015,U4863,1
P0015,U3857,1
P0015,U1020,0
P0015,U1397,0
P0015,U3133,0
P0015,U0575,0
P0015,U4163,0
P0015,U4129,0
P0015,U2687,0
P0016,U1125,1
P0016,U3382,1
P0016,U3214,1
P0016,U4630,1
P0016,U0360,1
P0016,U4996,0
P0016,U0164,0
P0016,U0771,0
P0016,U3340,0
P0016,U0659,0
P0016,U1178,0
P0016,U1242,0
P0016,U0756,0
P0017,U4396,1
P0017,U3883,1
P0017,U0173,1
P0017,U1855,1
P0017,U1161,0
P0017,U0063,0
P0017,U2944,0
P0017,U1426,0
P0017,U3491,0
P0017,U3915,0
P0017,U3908,0
P0017,U2788,0
P0017,U2784,0
P0018,U3079,1
P0018,U1023,1
P0018,U4959,1
P0018,U4603,1
P0018,U0330,0
P0018,U1186,0
P0018,U2504,0
P0018,U4577,0
P0018,U2321,0
P0018,U2559,0
P0019,U3368,1
P0019,U1605,1
P0019,U1182,1
P0019,U1703,0
P0019,U2392,0
P0019,U2314,0
P0019,U0839,0
P0019,U3396,0
P0019,U2604,0
P0019,U0783,0
P0020,U2264,1
P0020,U4314,1
P0020,U1741,1
P0020,U2709,1
P0020,U2113,1
P0020,U2437,0
P0020,U4128,0
P0020,U2120,0
P0020,U1025,0
P0020,U3310,0
P0020,U0440,0
P0020,U3966,0
P0020,U4715,0
P0021,U2774,1
P0021,U4057,1
P0021,U0422,1
P0021,U2826,1
P0021,U4196,0
P0021,U0017,0
P0021,U1054,0
P0021,U3321,0
P0021,U1540,0
P0021,U2854,0
P0021,U4298,0
P0021,U1259,0
P0021,U4115,0
P0022,U1315,1
P0022,U4455,1
P0022,U2307,1
P0022,U0095,0
P0022,U2792,0
P0022,U2612,0
P0022,U4940,0
P0022,U4190,0
P0022,U2803,0
P0023,U1488,1
P0023,U1336,1
P0023,U4731,1
P0023,U3437,0
P0023,U4537,0
P0023,U4660,0
P0023,U3660,0
P0023,U3272,0
P0023,U1430,0
P0023,U4562,0
P0023,U4145,0
P0023,U1068,0
P0024,U0740,1
P0024,U1093,1
P0024,U1880,1
P0024,U2264,0
P0024,U0082,0
P0024,U1854,0
P0024,U4804,0
P0024,U4305,0
P0024,U2302,0
P0025,U4519,1
P0025,U0424,1
P0025,U4894,1
P0025,U3753,1
P0025,U4086,0
P0025,U4833,0
P0025,U3155,0
P0025,U0270,0
P0025,U0824,0
P0025,U0898,0
P0025,U4435,0
P0025,U3684,0
P0026,U4326,1
P0026,U4430,1
P0026,U1995,1
P0026,U4469,1
P0026,U1657,0
P0026,U0224,0
P0026,U2395,0
P0026,U1734,0
P0026,U2454,0
P0026,U1064,0
P0026,U2977,0
P0026,U3313,0
P0026,U3467,0
P0027,U2870,1
P0027,U1423,1
P0027,U3671,1
P0027,U0078,1
P0027,U0034,1
P0027,U1441,1
P0027,U1499,0
P0027,U0377,0
P0027,U0664,0
P0027,U1864,0
P0027,U4142,0
P0027,U4942,0
P0027,U4504,0
P0027,U4907,0
P0027,U4210,0
P0028,U0915,1
P0028,U4033,1
P0028,U4603,1
P0028,U2620,1
P0028,U0142,1
P0028,U2091,0
P0028,U3572,0
P0028,U4748,0
P0028,U3509,0
P0028,U3367,0
P0028,U4957,0
P0028,U0906,0
P0028,U2884,0
P0029,U2827,1
P0029,U4737,1
P0029,U2969,1
P0029,U1214,1
P0029,U4758,1
P0029,U3170,0
P0029,U1623,0
P0029,U2102,0
P0029,U2815,0
P0029,U2701,0
P0029,U3726,0
P0029,U3792,0
P0029,U1881,0
P0029,U0156,0
P0029,U0883,0
P0030,U2696,1
P0030,U4806,1
P0030,U4855,1
P0030,U4225,1
P0030,U4704,1
P0030,U0055,1
P0030,U2275,0
P0030,U4294,0
P0030,U3136,0
P0030,U0398,0
P0030,U4390,0
P0030,U1851,0
P0030,U4163,0
P0030,U4893,0
P0030,U2513,0
P0030,U4277,0
P0031,U0070,1
P0031,U2631,1
P0031,U4281,1
P0031,U3712,0
P0031,U4154,0
P0031,U3796,0
P0031,U4696,0
P0031,U3543,0
P0031,U0155,0
P0031,U1408,0
P0032,U1572,1
P0032,U3719,1
P0032,U1062,1
P0032,U1625,0
P0032,U3367,0
P0032,U2863,0
P0032,U0050,0
P0032,U3777,0
P0032,U4544,0
P0032,U0082,0
P0032,U3556,0
P0032,U2376,0
P0032,U2022,0
P0033,U1399,1
P0033,U1561,1
P0033,U4559,1
P0033,U2761,1
P0033,U3362,1
P0033,U0310,0
P0033,U4159,0
P0033,U1603,0
P0033,U2576,0
P0033,U3122,0
P0033,U1663,0
P0033,U4368,0
P0033,U4055,0
P0033,U3070,0
P0034,U4638,1
P0034,U3634,1
P0034,U1985,1
P0034,U0010,1
P0034,U4145,0
P0034,U0555,0
P0034,U1305,0
P0034,U1134,0
P0034,U1519,0
P0034,U0700,0
P0034,U4439,0
P0035,U3483,1
P0035,U1964,1
P0035,U1741,1
P0035,U3188,1
P0035,U4693,0
P0035,U2966,0
P0035,U0287,0
P0035,U2538,0
P0035,U3535,0
P0035,U4319,0
P0035,U2152,0
P0035,U1260,0
P0036,U1017,1
P0036,U0336,1
P0036,U4547,1
P0036,U0095,0
P0036,U4110,0
P0036,U3508,0
P0036,U1523,0
P0036,U3256,0
P0036,U3850,0
P0036,U3549,0
P0037,U3894,1
P0037,U2368,1
P0037,U3294,1
P0037,U2256,1
P0037,U4858,1
P0037,U2138,1
P0037,U0911,0
P0037,U1141,0
P0037,U4978,0
P0037,U4176,0
P0037,U4632,0
P0037,U4809,0
P0037,U4924,0
P0037,U4474,0
P0037,U1220,0
P0037,U2796,0
P0038,U0139,1
P0038,U3142,1
P0038,U1540,1
P0038,U4169,1
P0038,U0515,0
P0038,U4934,0
P0038,U0008,0
P0038,U1398,0
P0038,U2189,0
P0038,U1463,0
P0039,U2344,1
P0039,U4840,1
P0039,U2307,1
P0039,U0958,0
P0039,U2642,0
P0039,U3991,0
P0039,U3300,0
P0039,U0248,0
P0039,U3748,0
P0039,U2032,0
P0039,U1565,0
P0039,U0371,0
P0039,U1235,0
P0040,U0903,1
P0040,U3393,1
P0040,U4576,1
P0040,U2171,1
P0040,U4467,0
P0040,U4696,0
P0040,U4802,0
P0040,U2406,0
P0040,U4301,0
P0040,U1458,0
P0040,U3045,0
P0040,U2926,0
P0040,U1031,0
P0041,U4421,1
P0041,U2754,1
P0041,U0677,1
P0041,U3766,1
P0041,U0469,0
P0041,U2180,0
P0041,U2022,0
P0041,U1636,0
P0041,U4817,0
P0041,U0810,0
P0041,U4579,0
P0041,U2562,0
P0041,U0302,0
P0041,U0890,0
P0042,U4518,1
P0042,U3628,1
P0042,U0604,1
P0042,U3071,1
P0042,U0799,1
P0042,U0574,1
P0042,U0698,0
P0042,U3137,0
P0042,U2979,0
P0042,U2098,0
P0042,U0515,0
P0042,U1184,0
P0042,U2297,0
P0042,U1363,0
P0043,U1461,1
P0043,U0705,1
P0043,U1904,1
P0043,U4521,1
P0043,U3608,1
P0043,U1820,1
P0043,U3749,0
P0043,U2388,0
P0043,U1136,0
P0043,U2283,0
P0043,U0328,0
P0043,U0160,0
P0044,U0521,1
P0044,U1215,1
P0044,U1135,1
P0044,U3565,1
P0044,U3622,1
P0044,U0371,0
P0044,U0808,0
P0044,U2931,0
P0044,U2920,0
P0044,U1046,0
P0044,U3810,0
P0044,U4141,0
P0045,U4491,1
P0045,U0928,1
P0045,U0085,1
P0045,U1746,1
P0045,U2370,0
P0045,U1172,0
P0045,U3585,0
P0045,U2652,0
P0045,U0200,0
P0045,U1242,0
P0045,U4250,0
P0046,U0658,1
P0046,U3029,1
P0046,U1104,1
P0046,U1019,1
P0046,U1620,1
P0046,U2357,1
P0046,U2002,0
P0046,U1499,0
P0046,U2791,0
P0046,U2533,0
P0046,U3985,0
P0046,U0396,0
P0046,U3558,0
P0046,U2246,0
P0046,U4272,0
P0046,U0210,0
P0047,U3093,1
P0047,U0190,1
P0047,U2159,1
P0047,U2760,1
P0047,U1473,1
P0047,U3474,0
P0047,U1224,0
P0047,U1998,0
P0047,U0529,0
P0047,U2649,0
P0047,U1486,0
P0047,U4313,0
P0047,U1061,0
P0047,U2324,0
P0048,U0533,1
P0048,U3953,1
P0048,U4855,1
P0048,U1448,1
P0048,U4577,0
P0048,U2563,0
P0048,U2236,0
P0048,U1579,0
P0048,U4870,0
P0048,U0409,0
P0048,U2559,0
P0048,U1189,0
P0048,U1780,0
P0049,U1561,1
P0049,U0249,1
P0049,U4845,1
P0049,U4643,1
P0049,U4968,0
P0049,U4192,0
P0049,U1608,0
P0049,U4919,0
P0049,U2120,0
P0049,U4413,0
P0050,U3101,1
